"","AA","section1_score","section2_score","section3_score","section3_weighted","section1_weighted","section2_weighted","total_score","candidate_type"
"13193",13193,96,42,51.22,48,10.5,12.81,71.31,"University Degree"
"13194",13194,64,52,65.56,32,13,16.39,61.39,"University Degree"
"13195",13195,96,43,53,48,10.75,13.25,72,"University Degree"
"13196",13196,100,60,59.22,50,15,14.81,79.81,"University Degree"
"13197",13197,96,55,44.33,48,13.75,11.08,72.83,"University Degree"
"13198",13198,60,12,20.33,30,3,5.08,38.08,"University Degree"
"13199",13199,100,30,54.22,50,7.5,13.56,71.06,"University Degree"
"13200",13200,100,40,43.89,50,10,10.97,70.97,"University Degree"
"13201",13201,96,62,34.33,48,15.5,8.58,72.08,"University Degree"
"13202",13202,100,22,49.44,50,5.5,12.36,67.86,"University Degree"
"13203",13203,92,42,50.89,46,10.5,12.72,69.22,"University Degree"
"13204",13204,100,53,44.67,50,13.25,11.17,74.42,"University Degree"
"13205",13205,100,42,67.78,50,10.5,16.94,77.44,"University Degree"
"13206",13206,84,32,56.78,42,8,14.19,64.19,"University Degree"
"13207",13207,100,80,50.67,50,20,12.67,82.67,"University Degree"
"13208",13208,96,60,47.56,48,15,11.89,74.89,"University Degree"
"13209",13209,100,55,63.33,50,13.75,15.83,79.58,"University Degree"
"13210",13210,100,45,54.33,50,11.25,13.58,74.83,"University Degree"
"13211",13211,68,29,64.89,34,7.25,16.22,57.47,"University Degree"
"13212",13212,100,55,47.33,50,13.75,11.83,75.58,"University Degree"
"13213",13213,60,45,78.11,30,11.25,19.53,60.78,"University Degree"
"13214",13214,96,22,44.22,48,5.5,11.06,64.56,"University Degree"
"13215",13215,28,45,57.89,14,11.25,14.47,39.72,"University Degree"
"13216",13216,52,27,58.11,26,6.75,14.53,47.28,"University Degree"
"13217",13217,56,27,30,28,6.75,7.5,42.25,"University Degree"
"13218",13218,100,63,65.78,50,15.75,16.44,82.19,"University Degree"
"13219",13219,100,53,64,50,13.25,16,79.25,"University Degree"
"13220",13220,100,62,52.78,50,15.5,13.19,78.69,"University Degree"
"13221",13221,80,45,58.22,40,11.25,14.56,65.81,"University Degree"
"13222",13222,96,40,69.78,48,10,17.44,75.44,"University Degree"
"13223",13223,80,24,48.67,40,6,12.17,58.17,"University Degree"
"13224",13224,52,29,35.89,26,7.25,8.97,42.22,"University Degree"
"13225",13225,100,42,73.22,50,10.5,18.31,78.81,"University Degree"
"13226",13226,100,38,59.33,50,9.5,14.83,74.33,"University Degree"
"13227",13227,96,62,73.11,48,15.5,18.28,81.78,"University Degree"
"13228",13228,92,22,49,46,5.5,12.25,63.75,"University Degree"
"13229",13229,68,38,52.56,34,9.5,13.14,56.64,"University Degree"
"13230",13230,76,22,54.22,38,5.5,13.56,57.06,"University Degree"
"13231",13231,84,37,49.78,42,9.25,12.44,63.69,"University Degree"
"13232",13232,56,24,54.56,28,6,13.64,47.64,"University Degree"
"13233",13233,56,20,50.89,28,5,12.72,45.72,"University Degree"
"13234",13234,100,53,63.56,50,13.25,15.89,79.14,"University Degree"
"13235",13235,60,17,48,30,4.25,12,46.25,"University Degree"
"13236",13236,92,86,41.22,46,21.5,10.31,77.81,"University Degree"
"13237",13237,88,22,68.56,44,5.5,17.14,66.64,"University Degree"
"13238",13238,96,38,46,48,9.5,11.5,69,"University Degree"
"13239",13239,52,15,42.33,26,3.75,10.58,40.33,"University Degree"
"13240",13240,100,38,62.11,50,9.5,15.53,75.03,"University Degree"
"13241",13241,84,45,47,42,11.25,11.75,65,"University Degree"
"13242",13242,96,30,58.33,48,7.5,14.58,70.08,"University Degree"
"13243",13243,96,17,56.89,48,4.25,14.22,66.47,"University Degree"
"13244",13244,100,24,49,50,6,12.25,68.25,"University Degree"
"13245",13245,100,55,42,50,13.75,10.5,74.25,"University Degree"
"13246",13246,40,17,30.33,20,4.25,7.58,31.83,"University Degree"
"13247",13247,96,71,54.56,48,17.75,13.64,79.39,"University Degree"
"13248",13248,72,55,63.56,36,13.75,15.89,65.64,"University Degree"
"13249",13249,72,73,29.67,36,18.25,7.42,61.67,"University Degree"
"13250",13250,52,15,51.67,26,3.75,12.92,42.67,"University Degree"
"13251",13251,100,63,49.11,50,15.75,12.28,78.03,"University Degree"
"13252",13252,96,29,66.44,48,7.25,16.61,71.86,"University Degree"
"13253",13253,88,35,58.56,44,8.75,14.64,67.39,"University Degree"
"13254",13254,68,14,44.11,34,3.5,11.03,48.53,"University Degree"
"13255",13255,100,67,42,50,16.75,10.5,77.25,"University Degree"
"13256",13256,16,42,62.67,8,10.5,15.67,34.17,"University Degree"
"13257",13257,68,37,52.22,34,9.25,13.06,56.31,"University Degree"
"13258",13258,84,32,55.22,42,8,13.81,63.81,"University Degree"
"13259",13259,96,52,42.56,48,13,10.64,71.64,"University Degree"
"13260",13260,88,43,55.22,44,10.75,13.81,68.56,"University Degree"
"13261",13261,100,29,33.89,50,7.25,8.47,65.72,"University Degree"
"13262",13262,92,60,64.78,46,15,16.19,77.19,"University Degree"
"13263",13263,52,15,49.22,26,3.75,12.31,42.06,"University Degree"
"13264",13264,76,25,23.78,38,6.25,5.94,50.19,"University Degree"
"13265",13265,76,32,42.67,38,8,10.67,56.67,"University Degree"
"13266",13266,88,48,55.78,44,12,13.94,69.94,"University Degree"
"13267",13267,92,24,50.22,46,6,12.56,64.56,"University Degree"
"13268",13268,100,48,49.44,50,12,12.36,74.36,"University Degree"
"13269",13269,52,29,61.67,26,7.25,15.42,48.67,"University Degree"
"13270",13270,96,50,53,48,12.5,13.25,73.75,"University Degree"
"13271",13271,100,40,65.22,50,10,16.31,76.31,"University Degree"
"13272",13272,52,37,59,26,9.25,14.75,50,"University Degree"
"13273",13273,96,45,56.33,48,11.25,14.08,73.33,"University Degree"
"13274",13274,68,30,54.67,34,7.5,13.67,55.17,"University Degree"
"13275",13275,60,15,52.67,30,3.75,13.17,46.92,"University Degree"
"13276",13276,36,34,74.56,18,8.5,18.64,45.14,"University Degree"
"13277",13277,56,25,38.89,28,6.25,9.72,43.97,"University Degree"
"13278",13278,64,29,81.67,32,7.25,20.42,59.67,"University Degree"
"13279",13279,100,70,62.56,50,17.5,15.64,83.14,"University Degree"
"13280",13280,100,53,67.56,50,13.25,16.89,80.14,"University Degree"
"13281",13281,84,7,55.44,42,1.75,13.86,57.61,"University Degree"
"13282",13282,88,42,58.22,44,10.5,14.56,69.06,"University Degree"
"13283",13283,64,40,58,32,10,14.5,56.5,"University Degree"
"13284",13284,100,47,56.56,50,11.75,14.14,75.89,"University Degree"
"13285",13285,88,45,40.33,44,11.25,10.08,65.33,"University Degree"
"13286",13286,84,53,52.11,42,13.25,13.03,68.28,"University Degree"
"13287",13287,84,40,69.89,42,10,17.47,69.47,"University Degree"
"13288",13288,96,52,56.56,48,13,14.14,75.14,"University Degree"
"13289",13289,60,24,39.44,30,6,9.86,45.86,"University Degree"
"13290",13290,92,48,53.78,46,12,13.44,71.44,"University Degree"
"13291",13291,96,81,61.78,48,20.25,15.44,83.69,"University Degree"
"13292",13292,96,47,30.89,48,11.75,7.72,67.47,"University Degree"
"13293",13293,100,32,64.44,50,8,16.11,74.11,"University Degree"
"13294",13294,36,24,58.11,18,6,14.53,38.53,"University Degree"
"13295",13295,44,30,48,22,7.5,12,41.5,"University Degree"
"13296",13296,100,53,56.67,50,13.25,14.17,77.42,"University Degree"
"13297",13297,96,65,62.33,48,16.25,15.58,79.83,"University Degree"
"13298",13298,100,78,71.44,50,19.5,17.86,87.36,"University Degree"
"13299",13299,100,55,62.44,50,13.75,15.61,79.36,"University Degree"
"13300",13300,76,47,58.33,38,11.75,14.58,64.33,"University Degree"
"13301",13301,92,62,66.56,46,15.5,16.64,78.14,"University Degree"
"13302",13302,100,70,46.11,50,17.5,11.53,79.03,"University Degree"
"13303",13303,56,32,48.56,28,8,12.14,48.14,"University Degree"
"13304",13304,100,35,57,50,8.75,14.25,73,"University Degree"
"13305",13305,44,91,50.11,22,22.75,12.53,57.28,"University Degree"
"13306",13306,96,52,44.89,48,13,11.22,72.22,"University Degree"
"13307",13307,84,73,52,42,18.25,13,73.25,"University Degree"
"13308",13308,100,53,55.44,50,13.25,13.86,77.11,"University Degree"
"13309",13309,100,52,56.22,50,13,14.06,77.06,"University Degree"
"13310",13310,92,63,67.22,46,15.75,16.81,78.56,"University Degree"
"13311",13311,100,65,41.22,50,16.25,10.31,76.56,"University Degree"
"13312",13312,56,35,39.22,28,8.75,9.81,46.56,"University Degree"
"13313",13313,96,38,41,48,9.5,10.25,67.75,"University Degree"
"13314",13314,100,19,66.78,50,4.75,16.69,71.44,"University Degree"
"13315",13315,100,76,51.11,50,19,12.78,81.78,"University Degree"
"13316",13316,80,42,58.78,40,10.5,14.69,65.19,"University Degree"
"13317",13317,100,32,67.78,50,8,16.94,74.94,"University Degree"
"13318",13318,100,53,62.56,50,13.25,15.64,78.89,"University Degree"
"13319",13319,64,52,69.78,32,13,17.44,62.44,"University Degree"
"13320",13320,84,65,52.89,42,16.25,13.22,71.47,"University Degree"
"13321",13321,76,42,49.67,38,10.5,12.42,60.92,"University Degree"
"13322",13322,92,47,48.78,46,11.75,12.19,69.94,"University Degree"
"13323",13323,100,55,39.22,50,13.75,9.81,73.56,"University Degree"
"13324",13324,100,76,46.78,50,19,11.69,80.69,"University Degree"
"13325",13325,100,90,37,50,22.5,9.25,81.75,"University Degree"
"13326",13326,100,52,60.22,50,13,15.06,78.06,"University Degree"
"13327",13327,100,57,35.22,50,14.25,8.81,73.06,"University Degree"
"13328",13328,56,25,55.33,28,6.25,13.83,48.08,"University Degree"
"13329",13329,100,53,37.11,50,13.25,9.28,72.53,"University Degree"
"13330",13330,100,86,62.78,50,21.5,15.69,87.19,"University Degree"
"13331",13331,80,53,35.56,40,13.25,8.89,62.14,"University Degree"
"13332",13332,84,40,56.67,42,10,14.17,66.17,"University Degree"
"13333",13333,68,55,42.33,34,13.75,10.58,58.33,"University Degree"
"13334",13334,100,68,26.89,50,17,6.72,73.72,"University Degree"
"13335",13335,88,27,39.22,44,6.75,9.81,60.56,"University Degree"
"13336",13336,40,38,70.11,20,9.5,17.53,47.03,"University Degree"
"13337",13337,100,29,51.78,50,7.25,12.94,70.19,"University Degree"
"13338",13338,96,48,61.44,48,12,15.36,75.36,"University Degree"
"13339",13339,100,90,58,50,22.5,14.5,87,"University Degree"
"13340",13340,96,34,40.78,48,8.5,10.19,66.69,"University Degree"
"13341",13341,40,47,46.11,20,11.75,11.53,43.28,"University Degree"
"13342",13342,92,40,68.78,46,10,17.19,73.19,"University Degree"
"13343",13343,76,32,53.22,38,8,13.31,59.31,"University Degree"
"13344",13344,100,47,73.89,50,11.75,18.47,80.22,"University Degree"
"13345",13345,88,55,33.56,44,13.75,8.39,66.14,"University Degree"
"13346",13346,100,80,50.33,50,20,12.58,82.58,"University Degree"
"13347",13347,100,35,52.78,50,8.75,13.19,71.94,"University Degree"
"13348",13348,100,47,60,50,11.75,15,76.75,"University Degree"
"13349",13349,84,40,50.33,42,10,12.58,64.58,"University Degree"
"13350",13350,92,55,60.44,46,13.75,15.11,74.86,"University Degree"
"13351",13351,100,63,61.89,50,15.75,15.47,81.22,"University Degree"
"13352",13352,100,35,63.78,50,8.75,15.94,74.69,"University Degree"
"13353",13353,100,30,53.22,50,7.5,13.31,70.81,"University Degree"
"13354",13354,56,47,72.67,28,11.75,18.17,57.92,"University Degree"
"13355",13355,100,50,51.33,50,12.5,12.83,75.33,"University Degree"
"13356",13356,96,52,68.78,48,13,17.19,78.19,"University Degree"
"13357",13357,100,50,59.44,50,12.5,14.86,77.36,"University Degree"
"13358",13358,100,37,25.67,50,9.25,6.42,65.67,"University Degree"
"13359",13359,100,32,56,50,8,14,72,"University Degree"
"13360",13360,100,47,33.67,50,11.75,8.42,70.17,"University Degree"
"13361",13361,80,38,69.89,40,9.5,17.47,66.97,"University Degree"
"13362",13362,80,80,37.22,40,20,9.31,69.31,"University Degree"
"13363",13363,100,45,36.89,50,11.25,9.22,70.47,"University Degree"
"13364",13364,96,60,57.44,48,15,14.36,77.36,"University Degree"
"13365",13365,84,27,42.67,42,6.75,10.67,59.42,"University Degree"
"13366",13366,100,30,70.33,50,7.5,17.58,75.08,"University Degree"
"13367",13367,48,32,60.22,24,8,15.06,47.06,"University Degree"
"13368",13368,100,35,59.22,50,8.75,14.81,73.56,"University Degree"
"13369",13369,84,27,42.44,42,6.75,10.61,59.36,"University Degree"
"13370",13370,100,47,53.33,50,11.75,13.33,75.08,"University Degree"
"13371",13371,76,48,58.56,38,12,14.64,64.64,"University Degree"
"13372",13372,96,60,68,48,15,17,80,"University Degree"
"13373",13373,80,50,52.33,40,12.5,13.08,65.58,"University Degree"
"13374",13374,96,48,61.67,48,12,15.42,75.42,"University Degree"
"13375",13375,60,34,52.33,30,8.5,13.08,51.58,"University Degree"
"13376",13376,88,63,56.22,44,15.75,14.06,73.81,"University Degree"
"13377",13377,96,42,61.78,48,10.5,15.44,73.94,"University Degree"
"13378",13378,100,29,66.89,50,7.25,16.72,73.97,"University Degree"
"13379",13379,64,29,52.44,32,7.25,13.11,52.36,"University Degree"
"13380",13380,96,29,39,48,7.25,9.75,65,"University Degree"
"13381",13381,64,65,54,32,16.25,13.5,61.75,"University Degree"
"13382",13382,100,83,46.78,50,20.75,11.69,82.44,"University Degree"
"13383",13383,40,50,59.11,20,12.5,14.78,47.28,"University Degree"
"13384",13384,100,45,68.89,50,11.25,17.22,78.47,"University Degree"
"13385",13385,84,25,66.67,42,6.25,16.67,64.92,"University Degree"
"13386",13386,100,35,39.56,50,8.75,9.89,68.64,"University Degree"
"13387",13387,68,34,63.33,34,8.5,15.83,58.33,"University Degree"
"13388",13388,92,35,45.33,46,8.75,11.33,66.08,"University Degree"
"13389",13389,100,45,63.89,50,11.25,15.97,77.22,"University Degree"
"13390",13390,64,47,56.67,32,11.75,14.17,57.92,"University Degree"
"13391",13391,100,65,59,50,16.25,14.75,81,"University Degree"
"13392",13392,100,34,60.89,50,8.5,15.22,73.72,"University Degree"
"13393",13393,40,43,42.33,20,10.75,10.58,41.33,"University Degree"
"13394",13394,92,40,59.22,46,10,14.81,70.81,"University Degree"
"13395",13395,100,86,52.22,50,21.5,13.06,84.56,"University Degree"
"13396",13396,92,29,42.78,46,7.25,10.69,63.94,"University Degree"
"13397",13397,68,14,48,34,3.5,12,49.5,"University Degree"
"13398",13398,100,40,55.89,50,10,13.97,73.97,"University Degree"
"13399",13399,64,48,51.56,32,12,12.89,56.89,"University Degree"
"13400",13400,100,48,53.89,50,12,13.47,75.47,"University Degree"
"13401",13401,100,43,49.22,50,10.75,12.31,73.06,"University Degree"
"13402",13402,100,62,78.78,50,15.5,19.69,85.19,"University Degree"
"13403",13403,100,83,62.11,50,20.75,15.53,86.28,"University Degree"
"13404",13404,96,55,75.11,48,13.75,18.78,80.53,"University Degree"
"13405",13405,100,80,34.67,50,20,8.67,78.67,"University Degree"
"13406",13406,96,25,68.22,48,6.25,17.06,71.31,"University Degree"
"13407",13407,100,57,44.78,50,14.25,11.19,75.44,"University Degree"
"13408",13408,96,37,37.78,48,9.25,9.44,66.69,"University Degree"
"13409",13409,88,50,55.56,44,12.5,13.89,70.39,"University Degree"
"13410",13410,92,68,64.78,46,17,16.19,79.19,"University Degree"
"13411",13411,88,25,69,44,6.25,17.25,67.5,"University Degree"
"13412",13412,92,67,52,46,16.75,13,75.75,"University Degree"
"13413",13413,92,58,55.78,46,14.5,13.94,74.44,"University Degree"
"13414",13414,96,50,66.11,48,12.5,16.53,77.03,"University Degree"
"13415",13415,100,37,49.44,50,9.25,12.36,71.61,"University Degree"
"13416",13416,72,50,69.22,36,12.5,17.31,65.81,"University Degree"
"13417",13417,96,75,55.78,48,18.75,13.94,80.69,"University Degree"
"13418",13418,72,43,64.89,36,10.75,16.22,62.97,"University Degree"
"13419",13419,100,37,71.56,50,9.25,17.89,77.14,"University Degree"
"13420",13420,52,22,52.67,26,5.5,13.17,44.67,"University Degree"
"13421",13421,84,27,70.22,42,6.75,17.56,66.31,"University Degree"
"13422",13422,100,35,48.78,50,8.75,12.19,70.94,"University Degree"
"13423",13423,100,55,72,50,13.75,18,81.75,"University Degree"
"13424",13424,80,24,67.56,40,6,16.89,62.89,"University Degree"
"13425",13425,84,40,53.22,42,10,13.31,65.31,"University Degree"
"13426",13426,96,40,62.78,48,10,15.69,73.69,"University Degree"
"13427",13427,48,37,50,24,9.25,12.5,45.75,"University Degree"
"13428",13428,88,40,67.78,44,10,16.94,70.94,"University Degree"
"13429",13429,100,62,50.78,50,15.5,12.69,78.19,"University Degree"
"13430",13430,80,53,63,40,13.25,15.75,69,"University Degree"
"13431",13431,100,25,58.78,50,6.25,14.69,70.94,"University Degree"
"13432",13432,52,29,61.78,26,7.25,15.44,48.69,"University Degree"
"13433",13433,100,53,62.89,50,13.25,15.72,78.97,"University Degree"
"13434",13434,100,7,45.78,50,1.75,11.44,63.19,"University Degree"
"13435",13435,100,57,33.44,50,14.25,8.36,72.61,"University Degree"
"13436",13436,100,47,64.56,50,11.75,16.14,77.89,"University Degree"
"13437",13437,100,27,58.67,50,6.75,14.67,71.42,"University Degree"
"13438",13438,100,81,64.56,50,20.25,16.14,86.39,"University Degree"
"13439",13439,100,70,42.33,50,17.5,10.58,78.08,"University Degree"
"13440",13440,100,58,55.78,50,14.5,13.94,78.44,"University Degree"
"13441",13441,64,47,64,32,11.75,16,59.75,"University Degree"
"13442",13442,56,45,86.33,28,11.25,21.58,60.83,"University Degree"
"13443",13443,56,55,40.67,28,13.75,10.17,51.92,"University Degree"
"13444",13444,100,34,59.89,50,8.5,14.97,73.47,"University Degree"
"13445",13445,100,55,48.33,50,13.75,12.08,75.83,"University Degree"
"13446",13446,100,20,69.11,50,5,17.28,72.28,"University Degree"
"13447",13447,100,53,57.22,50,13.25,14.31,77.56,"University Degree"
"13448",13448,40,22,61.67,20,5.5,15.42,40.92,"University Degree"
"13449",13449,64,34,47.22,32,8.5,11.81,52.31,"University Degree"
"13450",13450,100,65,49.89,50,16.25,12.47,78.72,"University Degree"
"13451",13451,60,48,51,30,12,12.75,54.75,"University Degree"
"13452",13452,100,57,52.33,50,14.25,13.08,77.33,"University Degree"
"13453",13453,100,63,75.89,50,15.75,18.97,84.72,"University Degree"
"13454",13454,28,27,49.78,14,6.75,12.44,33.19,"University Degree"
"13455",13455,52,29,60.67,26,7.25,15.17,48.42,"University Degree"
"13456",13456,88,43,61.89,44,10.75,15.47,70.22,"University Degree"
"13457",13457,68,45,34.56,34,11.25,8.64,53.89,"University Degree"
"13458",13458,92,42,47.44,46,10.5,11.86,68.36,"University Degree"
"13459",13459,72,22,67.44,36,5.5,16.86,58.36,"University Degree"
"13460",13460,56,32,54.56,28,8,13.64,49.64,"University Degree"
"13461",13461,96,48,40.78,48,12,10.19,70.19,"University Degree"
"13462",13462,100,57,61.56,50,14.25,15.39,79.64,"University Degree"
"13463",13463,100,34,38.44,50,8.5,9.61,68.11,"University Degree"
"13464",13464,96,73,60.44,48,18.25,15.11,81.36,"University Degree"
"13465",13465,92,34,58,46,8.5,14.5,69,"University Degree"
"13466",13466,100,43,70.22,50,10.75,17.56,78.31,"University Degree"
"13467",13467,100,63,45.67,50,15.75,11.42,77.17,"University Degree"
"13468",13468,100,19,58,50,4.75,14.5,69.25,"University Degree"
"13469",13469,76,34,45.22,38,8.5,11.31,57.81,"University Degree"
"13470",13470,100,75,48,50,18.75,12,80.75,"University Degree"
"13471",13471,100,45,61.22,50,11.25,15.31,76.56,"University Degree"
"13472",13472,36,25,64,18,6.25,16,40.25,"University Degree"
"13473",13473,88,30,42.22,44,7.5,10.56,62.06,"University Degree"
"13474",13474,84,34,68.56,42,8.5,17.14,67.64,"University Degree"
"13475",13475,92,83,45.56,46,20.75,11.39,78.14,"University Degree"
